,mess_mess-galav,mess_mess-kumard,mess_mess-ssai,remarks_Add-On,remarks_Basic,remarks_Basic-AddOn,day_of_week,time,count
7428,0.0,1.0,0.0,0.0,1.0,0.0,2,1257,12
7429,0.0,1.0,0.0,0.0,1.0,0.0,2,1258,8
7430,0.0,1.0,0.0,0.0,1.0,0.0,2,1259,9
7431,0.0,1.0,0.0,0.0,1.0,0.0,2,1260,6
7432,0.0,1.0,0.0,0.0,1.0,0.0,2,1261,6
7433,0.0,1.0,0.0,0.0,1.0,0.0,2,1262,5
7434,0.0,1.0,0.0,0.0,1.0,0.0,2,1263,5
7435,0.0,1.0,0.0,0.0,1.0,0.0,2,1264,9
7436,0.0,1.0,0.0,0.0,1.0,0.0,2,1265,6
7437,0.0,1.0,0.0,0.0,1.0,0.0,2,1266,7
7438,0.0,1.0,0.0,0.0,1.0,0.0,2,1267,8
7439,0.0,1.0,0.0,0.0,1.0,0.0,2,1268,5
7440,0.0,1.0,0.0,0.0,1.0,0.0,2,1269,4
7441,0.0,1.0,0.0,0.0,1.0,0.0,2,1270,8
7442,0.0,1.0,0.0,0.0,1.0,0.0,2,1271,6
7443,0.0,1.0,0.0,0.0,1.0,0.0,2,1272,4
7444,0.0,1.0,0.0,0.0,1.0,0.0,2,1273,7
7445,0.0,1.0,0.0,0.0,1.0,0.0,2,1274,4
7446,0.0,1.0,0.0,0.0,1.0,0.0,2,1275,6
7447,0.0,1.0,0.0,0.0,1.0,0.0,2,1276,4
7448,0.0,1.0,0.0,0.0,1.0,0.0,2,1277,12
7449,0.0,1.0,0.0,0.0,1.0,0.0,2,1278,8
7450,0.0,1.0,0.0,0.0,1.0,0.0,2,1279,12
7451,0.0,1.0,0.0,0.0,1.0,0.0,2,1280,7
7452,0.0,1.0,0.0,0.0,1.0,0.0,2,1281,7
7453,0.0,1.0,0.0,0.0,1.0,0.0,2,1282,5
7454,0.0,1.0,0.0,0.0,1.0,0.0,2,1283,3
7455,0.0,1.0,0.0,0.0,1.0,0.0,2,1284,10
7456,0.0,1.0,0.0,0.0,1.0,0.0,2,1285,8
7457,0.0,1.0,0.0,0.0,1.0,0.0,2,1286,4
7458,0.0,1.0,0.0,0.0,1.0,0.0,2,1287,5
7459,0.0,1.0,0.0,0.0,1.0,0.0,2,1288,5
7460,0.0,1.0,0.0,0.0,1.0,0.0,2,1289,6
7461,0.0,1.0,0.0,0.0,1.0,0.0,2,1290,6
7462,0.0,1.0,0.0,0.0,1.0,0.0,2,1291,1
7463,0.0,1.0,0.0,0.0,1.0,0.0,2,1292,3
7464,0.0,1.0,0.0,0.0,1.0,0.0,2,1293,4
7465,0.0,1.0,0.0,0.0,1.0,0.0,2,1294,1
7466,0.0,1.0,0.0,0.0,1.0,0.0,2,1295,3
7467,0.0,1.0,0.0,0.0,1.0,0.0,2,1296,2
7468,0.0,1.0,0.0,0.0,1.0,0.0,2,1297,3
7469,0.0,1.0,0.0,0.0,1.0,0.0,2,1298,3
7470,0.0,1.0,0.0,0.0,1.0,0.0,2,1299,4
7471,0.0,1.0,0.0,0.0,1.0,0.0,2,1300,3
7472,0.0,1.0,0.0,0.0,1.0,0.0,2,1301,5
7473,0.0,1.0,0.0,0.0,1.0,0.0,2,1302,6
7474,0.0,1.0,0.0,0.0,1.0,0.0,2,1303,4
7475,0.0,1.0,0.0,0.0,1.0,0.0,2,1304,4
7476,0.0,1.0,0.0,0.0,1.0,0.0,2,1305,2
7477,0.0,1.0,0.0,0.0,1.0,0.0,2,1306,4
7478,0.0,1.0,0.0,0.0,1.0,0.0,2,1307,3
7479,0.0,1.0,0.0,0.0,1.0,0.0,2,1308,4
7480,0.0,1.0,0.0,0.0,1.0,0.0,2,1309,1
7481,0.0,1.0,0.0,0.0,1.0,0.0,2,1310,4
7482,0.0,1.0,0.0,0.0,1.0,0.0,2,1312,4
7483,0.0,1.0,0.0,0.0,1.0,0.0,2,1313,7
7484,0.0,1.0,0.0,0.0,1.0,0.0,2,1314,3
7485,0.0,1.0,0.0,0.0,1.0,0.0,2,1315,1
7486,0.0,1.0,0.0,0.0,1.0,0.0,2,1316,1
7487,0.0,1.0,0.0,0.0,1.0,0.0,2,1317,3
7488,0.0,1.0,0.0,0.0,1.0,0.0,2,1318,1
7489,0.0,1.0,0.0,0.0,1.0,0.0,2,1319,2
7490,0.0,1.0,0.0,0.0,1.0,0.0,2,1320,3
7491,0.0,1.0,0.0,0.0,1.0,0.0,2,1323,1
7492,0.0,1.0,0.0,0.0,1.0,0.0,2,1324,1
7493,0.0,1.0,0.0,0.0,1.0,0.0,2,1325,1
7494,0.0,1.0,0.0,0.0,0.0,1.0,2,739,3
7495,0.0,1.0,0.0,0.0,0.0,1.0,2,747,1
7496,0.0,1.0,0.0,0.0,0.0,1.0,2,748,1
7497,0.0,1.0,0.0,0.0,0.0,1.0,2,749,1
7498,0.0,1.0,0.0,0.0,0.0,1.0,2,751,1
7499,0.0,1.0,0.0,0.0,0.0,1.0,2,752,3
7500,0.0,1.0,0.0,0.0,0.0,1.0,2,756,1
7501,0.0,1.0,0.0,0.0,0.0,1.0,2,758,1
7502,0.0,1.0,0.0,0.0,0.0,1.0,2,766,1
7503,0.0,1.0,0.0,0.0,0.0,1.0,2,767,2
7504,0.0,1.0,0.0,0.0,0.0,1.0,2,774,1
7505,0.0,1.0,0.0,0.0,0.0,1.0,2,776,1
7506,0.0,1.0,0.0,0.0,0.0,1.0,2,780,1
7507,0.0,1.0,0.0,0.0,0.0,1.0,2,781,2
7508,0.0,1.0,0.0,0.0,0.0,1.0,2,783,2
7509,0.0,1.0,0.0,0.0,0.0,1.0,2,784,2
7510,0.0,1.0,0.0,0.0,0.0,1.0,2,786,1
7511,0.0,1.0,0.0,0.0,0.0,1.0,2,790,1
7512,0.0,1.0,0.0,0.0,0.0,1.0,2,791,1
7513,0.0,1.0,0.0,0.0,0.0,1.0,2,793,1
7514,0.0,1.0,0.0,0.0,0.0,1.0,2,794,1
7515,0.0,1.0,0.0,0.0,0.0,1.0,2,795,1
7516,0.0,1.0,0.0,0.0,0.0,1.0,2,797,1
7517,0.0,1.0,0.0,0.0,0.0,1.0,2,798,1
7518,0.0,1.0,0.0,0.0,0.0,1.0,2,800,1
7519,0.0,1.0,0.0,0.0,0.0,1.0,2,803,1
7520,0.0,1.0,0.0,0.0,0.0,1.0,2,804,1
7521,0.0,1.0,0.0,0.0,0.0,1.0,2,809,1
7522,0.0,1.0,0.0,0.0,0.0,1.0,2,815,1
7523,0.0,1.0,0.0,0.0,0.0,1.0,2,818,2
7524,0.0,1.0,0.0,0.0,0.0,1.0,2,820,2
7525,0.0,1.0,0.0,0.0,0.0,1.0,2,821,1
7526,0.0,1.0,0.0,0.0,0.0,1.0,2,825,1
7527,0.0,1.0,0.0,0.0,0.0,1.0,2,826,1
7528,0.0,1.0,0.0,0.0,0.0,1.0,2,827,2
7529,0.0,1.0,0.0,0.0,0.0,1.0,2,829,1
7530,0.0,1.0,0.0,0.0,0.0,1.0,2,832,1
7531,0.0,1.0,0.0,0.0,0.0,1.0,2,833,1
7532,0.0,1.0,0.0,0.0,0.0,1.0,2,838,1
7533,0.0,1.0,0.0,0.0,0.0,1.0,2,840,1
7534,0.0,1.0,0.0,0.0,0.0,1.0,2,852,2
7535,0.0,1.0,0.0,0.0,0.0,1.0,2,853,2
7536,0.0,1.0,0.0,0.0,0.0,1.0,2,855,1
7537,0.0,1.0,0.0,0.0,0.0,1.0,2,856,1
7538,0.0,1.0,0.0,0.0,0.0,1.0,2,857,1
7539,0.0,1.0,0.0,0.0,0.0,1.0,2,861,2
7540,0.0,1.0,0.0,0.0,0.0,1.0,2,862,1
7541,0.0,1.0,0.0,0.0,0.0,1.0,2,1197,1
7542,0.0,1.0,0.0,0.0,0.0,1.0,2,1203,1
7543,0.0,1.0,0.0,0.0,0.0,1.0,2,1205,1
7544,0.0,1.0,0.0,0.0,0.0,1.0,2,1207,2
7545,0.0,1.0,0.0,0.0,0.0,1.0,2,1208,2
7546,0.0,1.0,0.0,0.0,0.0,1.0,2,1211,1
7547,0.0,1.0,0.0,0.0,0.0,1.0,2,1212,2
7548,0.0,1.0,0.0,0.0,0.0,1.0,2,1213,1
7549,0.0,1.0,0.0,0.0,0.0,1.0,2,1214,1
7550,0.0,1.0,0.0,0.0,0.0,1.0,2,1215,1
7551,0.0,1.0,0.0,0.0,0.0,1.0,2,1216,2
7552,0.0,1.0,0.0,0.0,0.0,1.0,2,1218,1
7553,0.0,1.0,0.0,0.0,0.0,1.0,2,1219,2
7554,0.0,1.0,0.0,0.0,0.0,1.0,2,1222,1
7555,0.0,1.0,0.0,0.0,0.0,1.0,2,1224,1
7556,0.0,1.0,0.0,0.0,0.0,1.0,2,1225,1
7557,0.0,1.0,0.0,0.0,0.0,1.0,2,1226,2
7558,0.0,1.0,0.0,0.0,0.0,1.0,2,1227,2
7559,0.0,1.0,0.0,0.0,0.0,1.0,2,1231,2
7560,0.0,1.0,0.0,0.0,0.0,1.0,2,1233,1
7561,0.0,1.0,0.0,0.0,0.0,1.0,2,1235,2
7562,0.0,1.0,0.0,0.0,0.0,1.0,2,1236,2
7563,0.0,1.0,0.0,0.0,0.0,1.0,2,1237,1
7564,0.0,1.0,0.0,0.0,0.0,1.0,2,1238,3
7565,0.0,1.0,0.0,0.0,0.0,1.0,2,1239,1
7566,0.0,1.0,0.0,0.0,0.0,1.0,2,1241,1
7567,0.0,1.0,0.0,0.0,0.0,1.0,2,1243,1
7568,0.0,1.0,0.0,0.0,0.0,1.0,2,1244,1
7569,0.0,1.0,0.0,0.0,0.0,1.0,2,1246,1
7570,0.0,1.0,0.0,0.0,0.0,1.0,2,1247,1
7571,0.0,1.0,0.0,0.0,0.0,1.0,2,1249,6
7572,0.0,1.0,0.0,0.0,0.0,1.0,2,1250,2
7573,0.0,1.0,0.0,0.0,0.0,1.0,2,1252,1
7574,0.0,1.0,0.0,0.0,0.0,1.0,2,1253,3
7575,0.0,1.0,0.0,0.0,0.0,1.0,2,1254,1
7576,0.0,1.0,0.0,0.0,0.0,1.0,2,1255,1
7577,0.0,1.0,0.0,0.0,0.0,1.0,2,1256,1
7578,0.0,1.0,0.0,0.0,0.0,1.0,2,1257,1
7579,0.0,1.0,0.0,0.0,0.0,1.0,2,1258,1
7580,0.0,1.0,0.0,0.0,0.0,1.0,2,1262,1
7581,0.0,1.0,0.0,0.0,0.0,1.0,2,1263,1
7582,0.0,1.0,0.0,0.0,0.0,1.0,2,1264,1
7583,0.0,1.0,0.0,0.0,0.0,1.0,2,1265,2
7584,0.0,1.0,0.0,0.0,0.0,1.0,2,1268,1
7585,0.0,1.0,0.0,0.0,0.0,1.0,2,1270,1
7586,0.0,1.0,0.0,0.0,0.0,1.0,2,1272,2
7587,0.0,1.0,0.0,0.0,0.0,1.0,2,1273,1
7588,0.0,1.0,0.0,0.0,0.0,1.0,2,1274,1
7589,0.0,1.0,0.0,0.0,0.0,1.0,2,1278,1
7590,0.0,1.0,0.0,0.0,0.0,1.0,2,1280,1
7591,0.0,1.0,0.0,0.0,0.0,1.0,2,1281,1
7592,0.0,1.0,0.0,0.0,0.0,1.0,2,1282,2
7593,0.0,1.0,0.0,0.0,0.0,1.0,2,1283,1
7594,0.0,1.0,0.0,0.0,0.0,1.0,2,1290,1
7595,0.0,1.0,0.0,0.0,0.0,1.0,2,1291,1
7596,0.0,1.0,0.0,0.0,0.0,1.0,2,1292,1
7597,0.0,1.0,0.0,0.0,0.0,1.0,2,1293,1
7598,0.0,1.0,0.0,0.0,0.0,1.0,2,1298,2
7599,0.0,1.0,0.0,0.0,0.0,1.0,2,1299,1
7600,0.0,1.0,0.0,0.0,0.0,1.0,2,1302,1
7601,0.0,1.0,0.0,0.0,0.0,1.0,2,1309,1
7602,0.0,1.0,0.0,0.0,0.0,1.0,2,1313,1
7603,0.0,1.0,0.0,0.0,0.0,1.0,2,1316,1
7604,0.0,1.0,0.0,0.0,0.0,1.0,2,1318,2
7605,0.0,1.0,0.0,0.0,0.0,1.0,2,1320,2
7606,0.0,1.0,0.0,0.0,0.0,1.0,2,1323,1
7607,0.0,1.0,0.0,0.0,0.0,1.0,2,1328,1
7608,0.0,1.0,0.0,1.0,0.0,0.0,3,477,1
7609,0.0,1.0,0.0,1.0,0.0,0.0,3,478,1
7610,0.0,1.0,0.0,1.0,0.0,0.0,3,480,2
7611,0.0,1.0,0.0,1.0,0.0,0.0,3,481,5
7612,0.0,1.0,0.0,1.0,0.0,0.0,3,482,8
7613,0.0,1.0,0.0,1.0,0.0,0.0,3,483,5
7614,0.0,1.0,0.0,1.0,0.0,0.0,3,484,1
7615,0.0,1.0,0.0,1.0,0.0,0.0,3,485,5
7616,0.0,1.0,0.0,1.0,0.0,0.0,3,486,2
7617,0.0,1.0,0.0,1.0,0.0,0.0,3,487,5
7618,0.0,1.0,0.0,1.0,0.0,0.0,3,488,7
7619,0.0,1.0,0.0,1.0,0.0,0.0,3,489,6
7620,0.0,1.0,0.0,1.0,0.0,0.0,3,490,6
7621,0.0,1.0,0.0,1.0,0.0,0.0,3,491,9
7622,0.0,1.0,0.0,1.0,0.0,0.0,3,492,5
7623,0.0,1.0,0.0,1.0,0.0,0.0,3,493,6
7624,0.0,1.0,0.0,1.0,0.0,0.0,3,494,8
7625,0.0,1.0,0.0,1.0,0.0,0.0,3,495,4
7626,0.0,1.0,0.0,1.0,0.0,0.0,3,496,4
7627,0.0,1.0,0.0,1.0,0.0,0.0,3,497,3
7628,0.0,1.0,0.0,1.0,0.0,0.0,3,498,4
7629,0.0,1.0,0.0,1.0,0.0,0.0,3,499,3
7630,0.0,1.0,0.0,1.0,0.0,0.0,3,500,5
7631,0.0,1.0,0.0,1.0,0.0,0.0,3,501,5
7632,0.0,1.0,0.0,1.0,0.0,0.0,3,502,2
7633,0.0,1.0,0.0,1.0,0.0,0.0,3,503,4
7634,0.0,1.0,0.0,1.0,0.0,0.0,3,504,3
7635,0.0,1.0,0.0,1.0,0.0,0.0,3,505,4
7636,0.0,1.0,0.0,1.0,0.0,0.0,3,506,2
7637,0.0,1.0,0.0,1.0,0.0,0.0,3,507,4
7638,0.0,1.0,0.0,1.0,0.0,0.0,3,508,3
7639,0.0,1.0,0.0,1.0,0.0,0.0,3,509,4
7640,0.0,1.0,0.0,1.0,0.0,0.0,3,510,4
7641,0.0,1.0,0.0,1.0,0.0,0.0,3,511,3
7642,0.0,1.0,0.0,1.0,0.0,0.0,3,512,1
7643,0.0,1.0,0.0,1.0,0.0,0.0,3,513,6
7644,0.0,1.0,0.0,1.0,0.0,0.0,3,514,4
7645,0.0,1.0,0.0,1.0,0.0,0.0,3,515,4
7646,0.0,1.0,0.0,1.0,0.0,0.0,3,516,3
7647,0.0,1.0,0.0,1.0,0.0,0.0,3,517,7
7648,0.0,1.0,0.0,1.0,0.0,0.0,3,518,3
7649,0.0,1.0,0.0,1.0,0.0,0.0,3,519,3
7650,0.0,1.0,0.0,1.0,0.0,0.0,3,520,1
7651,0.0,1.0,0.0,1.0,0.0,0.0,3,521,3
7652,0.0,1.0,0.0,1.0,0.0,0.0,3,522,5
7653,0.0,1.0,0.0,1.0,0.0,0.0,3,523,4
7654,0.0,1.0,0.0,1.0,0.0,0.0,3,524,7
7655,0.0,1.0,0.0,1.0,0.0,0.0,3,525,4
7656,0.0,1.0,0.0,1.0,0.0,0.0,3,526,5
7657,0.0,1.0,0.0,1.0,0.0,0.0,3,528,2
7658,0.0,1.0,0.0,1.0,0.0,0.0,3,529,4
7659,0.0,1.0,0.0,1.0,0.0,0.0,3,530,6
7660,0.0,1.0,0.0,1.0,0.0,0.0,3,531,6
7661,0.0,1.0,0.0,1.0,0.0,0.0,3,533,3
7662,0.0,1.0,0.0,1.0,0.0,0.0,3,534,2
7663,0.0,1.0,0.0,1.0,0.0,0.0,3,535,5
7664,0.0,1.0,0.0,1.0,0.0,0.0,3,536,5
7665,0.0,1.0,0.0,1.0,0.0,0.0,3,537,6
7666,0.0,1.0,0.0,1.0,0.0,0.0,3,538,4
7667,0.0,1.0,0.0,1.0,0.0,0.0,3,539,3
7668,0.0,1.0,0.0,1.0,0.0,0.0,3,540,8
7669,0.0,1.0,0.0,1.0,0.0,0.0,3,541,4
7670,0.0,1.0,0.0,1.0,0.0,0.0,3,542,8
7671,0.0,1.0,0.0,1.0,0.0,0.0,3,543,3
7672,0.0,1.0,0.0,1.0,0.0,0.0,3,544,9
7673,0.0,1.0,0.0,1.0,0.0,0.0,3,545,6
7674,0.0,1.0,0.0,1.0,0.0,0.0,3,546,9
7675,0.0,1.0,0.0,1.0,0.0,0.0,3,547,7
7676,0.0,1.0,0.0,1.0,0.0,0.0,3,548,7
7677,0.0,1.0,0.0,1.0,0.0,0.0,3,549,8
7678,0.0,1.0,0.0,1.0,0.0,0.0,3,550,11
7679,0.0,1.0,0.0,1.0,0.0,0.0,3,551,4
7680,0.0,1.0,0.0,1.0,0.0,0.0,3,552,4
7681,0.0,1.0,0.0,1.0,0.0,0.0,3,553,2
7682,0.0,1.0,0.0,1.0,0.0,0.0,3,554,14
7683,0.0,1.0,0.0,1.0,0.0,0.0,3,555,14
7684,0.0,1.0,0.0,1.0,0.0,0.0,3,556,4
7685,0.0,1.0,0.0,1.0,0.0,0.0,3,557,2
7686,0.0,1.0,0.0,1.0,0.0,0.0,3,558,3
7687,0.0,1.0,0.0,1.0,0.0,0.0,3,559,3
7688,0.0,1.0,0.0,1.0,0.0,0.0,3,560,6
7689,0.0,1.0,0.0,1.0,0.0,0.0,3,561,8
7690,0.0,1.0,0.0,1.0,0.0,0.0,3,562,3
7691,0.0,1.0,0.0,1.0,0.0,0.0,3,563,5
7692,0.0,1.0,0.0,1.0,0.0,0.0,3,564,5
7693,0.0,1.0,0.0,1.0,0.0,0.0,3,565,4
7694,0.0,1.0,0.0,1.0,0.0,0.0,3,566,5
7695,0.0,1.0,0.0,1.0,0.0,0.0,3,567,4
7696,0.0,1.0,0.0,1.0,0.0,0.0,3,568,2
7697,0.0,1.0,0.0,1.0,0.0,0.0,3,569,7
7698,0.0,1.0,0.0,1.0,0.0,0.0,3,570,4
7699,0.0,1.0,0.0,1.0,0.0,0.0,3,571,2
7700,0.0,1.0,0.0,1.0,0.0,0.0,3,572,1
7701,0.0,1.0,0.0,1.0,0.0,0.0,3,573,1
7702,0.0,1.0,0.0,1.0,0.0,0.0,3,574,6
7703,0.0,1.0,0.0,1.0,0.0,0.0,3,575,3
7704,0.0,1.0,0.0,1.0,0.0,0.0,3,576,8
7705,0.0,1.0,0.0,1.0,0.0,0.0,3,577,3
7706,0.0,1.0,0.0,1.0,0.0,0.0,3,578,1
7707,0.0,1.0,0.0,1.0,0.0,0.0,3,579,5
7708,0.0,1.0,0.0,1.0,0.0,0.0,3,580,1
7709,0.0,1.0,0.0,1.0,0.0,0.0,3,581,3
7710,0.0,1.0,0.0,1.0,0.0,0.0,3,582,3
7711,0.0,1.0,0.0,1.0,0.0,0.0,3,583,3
7712,0.0,1.0,0.0,1.0,0.0,0.0,3,584,2
7713,0.0,1.0,0.0,1.0,0.0,0.0,3,585,2
7714,0.0,1.0,0.0,1.0,0.0,0.0,3,586,2
7715,0.0,1.0,0.0,1.0,0.0,0.0,3,587,3
7716,0.0,1.0,0.0,1.0,0.0,0.0,3,588,1
7717,0.0,1.0,0.0,1.0,0.0,0.0,3,589,4
7718,0.0,1.0,0.0,1.0,0.0,0.0,3,590,1
7719,0.0,1.0,0.0,1.0,0.0,0.0,3,591,2
7720,0.0,1.0,0.0,1.0,0.0,0.0,3,592,3
7721,0.0,1.0,0.0,1.0,0.0,0.0,3,593,3
7722,0.0,1.0,0.0,1.0,0.0,0.0,3,594,4
7723,0.0,1.0,0.0,1.0,0.0,0.0,3,595,5
7724,0.0,1.0,0.0,1.0,0.0,0.0,3,596,4
7725,0.0,1.0,0.0,1.0,0.0,0.0,3,598,4
7726,0.0,1.0,0.0,1.0,0.0,0.0,3,599,5
7727,0.0,1.0,0.0,1.0,0.0,0.0,3,601,2
7728,0.0,1.0,0.0,1.0,0.0,0.0,3,602,4
7729,0.0,1.0,0.0,1.0,0.0,0.0,3,603,3
7730,0.0,1.0,0.0,1.0,0.0,0.0,3,604,4
7731,0.0,1.0,0.0,1.0,0.0,0.0,3,605,3
7732,0.0,1.0,0.0,1.0,0.0,0.0,3,606,1
7733,0.0,1.0,0.0,1.0,0.0,0.0,3,607,2
7734,0.0,1.0,0.0,1.0,0.0,0.0,3,609,4
7735,0.0,1.0,0.0,1.0,0.0,0.0,3,610,2
7736,0.0,1.0,0.0,1.0,0.0,0.0,3,611,1
7737,0.0,1.0,0.0,1.0,0.0,0.0,3,612,2
7738,0.0,1.0,0.0,1.0,0.0,0.0,3,613,5
7739,0.0,1.0,0.0,1.0,0.0,0.0,3,614,1
7740,0.0,1.0,0.0,1.0,0.0,0.0,3,615,3
7741,0.0,1.0,0.0,1.0,0.0,0.0,3,616,5
7742,0.0,1.0,0.0,1.0,0.0,0.0,3,617,2
7743,0.0,1.0,0.0,1.0,0.0,0.0,3,618,2
7744,0.0,1.0,0.0,1.0,0.0,0.0,3,626,1
7745,0.0,1.0,0.0,1.0,0.0,0.0,3,750,2
7746,0.0,1.0,0.0,1.0,0.0,0.0,3,751,2
7747,0.0,1.0,0.0,1.0,0.0,0.0,3,752,3
7748,0.0,1.0,0.0,1.0,0.0,0.0,3,753,6
7749,0.0,1.0,0.0,1.0,0.0,0.0,3,754,16
7750,0.0,1.0,0.0,1.0,0.0,0.0,3,755,6
7751,0.0,1.0,0.0,1.0,0.0,0.0,3,756,4
7752,0.0,1.0,0.0,1.0,0.0,0.0,3,757,5
7753,0.0,1.0,0.0,1.0,0.0,0.0,3,758,13
7754,0.0,1.0,0.0,1.0,0.0,0.0,3,759,7
7755,0.0,1.0,0.0,1.0,0.0,0.0,3,760,15
7756,0.0,1.0,0.0,1.0,0.0,0.0,3,761,15
7757,0.0,1.0,0.0,1.0,0.0,0.0,3,762,11
7758,0.0,1.0,0.0,1.0,0.0,0.0,3,763,9
7759,0.0,1.0,0.0,1.0,0.0,0.0,3,764,6
7760,0.0,1.0,0.0,1.0,0.0,0.0,3,765,9
7761,0.0,1.0,0.0,1.0,0.0,0.0,3,766,9
7762,0.0,1.0,0.0,1.0,0.0,0.0,3,767,7
7763,0.0,1.0,0.0,1.0,0.0,0.0,3,768,9
7764,0.0,1.0,0.0,1.0,0.0,0.0,3,769,9
7765,0.0,1.0,0.0,1.0,0.0,0.0,3,770,5
7766,0.0,1.0,0.0,1.0,0.0,0.0,3,771,8
7767,0.0,1.0,0.0,1.0,0.0,0.0,3,772,6
7768,0.0,1.0,0.0,1.0,0.0,0.0,3,773,8
7769,0.0,1.0,0.0,1.0,0.0,0.0,3,774,4
7770,0.0,1.0,0.0,1.0,0.0,0.0,3,775,10
7771,0.0,1.0,0.0,1.0,0.0,0.0,3,776,10
7772,0.0,1.0,0.0,1.0,0.0,0.0,3,777,9
7773,0.0,1.0,0.0,1.0,0.0,0.0,3,778,7
7774,0.0,1.0,0.0,1.0,0.0,0.0,3,779,3
7775,0.0,1.0,0.0,1.0,0.0,0.0,3,780,4
7776,0.0,1.0,0.0,1.0,0.0,0.0,3,781,9
7777,0.0,1.0,0.0,1.0,0.0,0.0,3,782,6
7778,0.0,1.0,0.0,1.0,0.0,0.0,3,783,4
7779,0.0,1.0,0.0,1.0,0.0,0.0,3,784,7
7780,0.0,1.0,0.0,1.0,0.0,0.0,3,785,3
7781,0.0,1.0,0.0,1.0,0.0,0.0,3,786,4
7782,0.0,1.0,0.0,1.0,0.0,0.0,3,787,4
7783,0.0,1.0,0.0,1.0,0.0,0.0,3,788,9
7784,0.0,1.0,0.0,1.0,0.0,0.0,3,789,7
7785,0.0,1.0,0.0,1.0,0.0,0.0,3,790,6
7786,0.0,1.0,0.0,1.0,0.0,0.0,3,791,12
7787,0.0,1.0,0.0,1.0,0.0,0.0,3,792,7
7788,0.0,1.0,0.0,1.0,0.0,0.0,3,793,8
7789,0.0,1.0,0.0,1.0,0.0,0.0,3,794,9
7790,0.0,1.0,0.0,1.0,0.0,0.0,3,795,9
7791,0.0,1.0,0.0,1.0,0.0,0.0,3,796,12
7792,0.0,1.0,0.0,1.0,0.0,0.0,3,797,3
7793,0.0,1.0,0.0,1.0,0.0,0.0,3,798,12
7794,0.0,1.0,0.0,1.0,0.0,0.0,3,799,8
7795,0.0,1.0,0.0,1.0,0.0,0.0,3,800,13
7796,0.0,1.0,0.0,1.0,0.0,0.0,3,801,8
7797,0.0,1.0,0.0,1.0,0.0,0.0,3,802,8
7798,0.0,1.0,0.0,1.0,0.0,0.0,3,803,17
7799,0.0,1.0,0.0,1.0,0.0,0.0,3,804,6
7800,0.0,1.0,0.0,1.0,0.0,0.0,3,805,8
7801,0.0,1.0,0.0,1.0,0.0,0.0,3,806,5
7802,0.0,1.0,0.0,1.0,0.0,0.0,3,807,11
7803,0.0,1.0,0.0,1.0,0.0,0.0,3,808,13
7804,0.0,1.0,0.0,1.0,0.0,0.0,3,809,7
7805,0.0,1.0,0.0,1.0,0.0,0.0,3,810,6
7806,0.0,1.0,0.0,1.0,0.0,0.0,3,811,11
7807,0.0,1.0,0.0,1.0,0.0,0.0,3,812,8
7808,0.0,1.0,0.0,1.0,0.0,0.0,3,813,4
7809,0.0,1.0,0.0,1.0,0.0,0.0,3,814,9
7810,0.0,1.0,0.0,1.0,0.0,0.0,3,815,14
7811,0.0,1.0,0.0,1.0,0.0,0.0,3,816,15
7812,0.0,1.0,0.0,1.0,0.0,0.0,3,817,9
7813,0.0,1.0,0.0,1.0,0.0,0.0,3,818,6
7814,0.0,1.0,0.0,1.0,0.0,0.0,3,819,4
7815,0.0,1.0,0.0,1.0,0.0,0.0,3,820,10
7816,0.0,1.0,0.0,1.0,0.0,0.0,3,821,3
7817,0.0,1.0,0.0,1.0,0.0,0.0,3,822,10
7818,0.0,1.0,0.0,1.0,0.0,0.0,3,823,11
7819,0.0,1.0,0.0,1.0,0.0,0.0,3,824,5
7820,0.0,1.0,0.0,1.0,0.0,0.0,3,825,11
7821,0.0,1.0,0.0,1.0,0.0,0.0,3,826,6
7822,0.0,1.0,0.0,1.0,0.0,0.0,3,827,11
7823,0.0,1.0,0.0,1.0,0.0,0.0,3,828,7
7824,0.0,1.0,0.0,1.0,0.0,0.0,3,829,5
7825,0.0,1.0,0.0,1.0,0.0,0.0,3,830,9
7826,0.0,1.0,0.0,1.0,0.0,0.0,3,831,4
7827,0.0,1.0,0.0,1.0,0.0,0.0,3,832,9
7828,0.0,1.0,0.0,1.0,0.0,0.0,3,833,4
7829,0.0,1.0,0.0,1.0,0.0,0.0,3,834,4
7830,0.0,1.0,0.0,1.0,0.0,0.0,3,835,5
7831,0.0,1.0,0.0,1.0,0.0,0.0,3,836,8
7832,0.0,1.0,0.0,1.0,0.0,0.0,3,837,7
7833,0.0,1.0,0.0,1.0,0.0,0.0,3,838,6
7834,0.0,1.0,0.0,1.0,0.0,0.0,3,839,6
7835,0.0,1.0,0.0,1.0,0.0,0.0,3,840,7
7836,0.0,1.0,0.0,1.0,0.0,0.0,3,841,5
7837,0.0,1.0,0.0,1.0,0.0,0.0,3,842,6
7838,0.0,1.0,0.0,1.0,0.0,0.0,3,843,7
7839,0.0,1.0,0.0,1.0,0.0,0.0,3,844,7
7840,0.0,1.0,0.0,1.0,0.0,0.0,3,845,8
7841,0.0,1.0,0.0,1.0,0.0,0.0,3,846,4
7842,0.0,1.0,0.0,1.0,0.0,0.0,3,847,4
7843,0.0,1.0,0.0,1.0,0.0,0.0,3,848,1
7844,0.0,1.0,0.0,1.0,0.0,0.0,3,849,4
7845,0.0,1.0,0.0,1.0,0.0,0.0,3,850,1
